"","x"
"1316","pcm_fftMag_spectralEntropy_sma_percentile99.0"
"1317","pcm_fftMag_spectralEntropy_sma_pctlrange0.1"
"1318","pcm_fftMag_spectralEntropy_sma_stddev"
"1319","pcm_fftMag_spectralEntropy_sma_skewness"
"1320","pcm_fftMag_spectralEntropy_sma_kurtosis"
"1321","pcm_fftMag_spectralEntropy_sma_meanSegLen"
"1322","pcm_fftMag_spectralEntropy_sma_maxSegLen"
"1323","pcm_fftMag_spectralEntropy_sma_minSegLen"
"1324","pcm_fftMag_spectralEntropy_sma_segLenStddev"
"1325","pcm_fftMag_spectralEntropy_sma_upleveltime25"
"1326","pcm_fftMag_spectralEntropy_sma_upleveltime50"
"1327","pcm_fftMag_spectralEntropy_sma_upleveltime75"
"1328","pcm_fftMag_spectralEntropy_sma_upleveltime90"
"1329","pcm_fftMag_spectralEntropy_sma_risetime"
"1330","pcm_fftMag_spectralEntropy_sma_leftctime"
"1331","pcm_fftMag_spectralEntropy_sma_lpgain"
"1332","pcm_fftMag_spectralEntropy_sma_lpc0"
"1333","pcm_fftMag_spectralEntropy_sma_lpc1"
"1334","pcm_fftMag_spectralEntropy_sma_lpc2"
"1335","pcm_fftMag_spectralEntropy_sma_lpc3"
"1336","pcm_fftMag_spectralEntropy_sma_lpc4"
"1337","pcm_fftMag_spectralVariance_sma_range"
"1338","pcm_fftMag_spectralVariance_sma_maxPos"
"1339","pcm_fftMag_spectralVariance_sma_minPos"
"1340","pcm_fftMag_spectralVariance_sma_quartile1"
"1341","pcm_fftMag_spectralVariance_sma_quartile2"
"1342","pcm_fftMag_spectralVariance_sma_quartile3"
"1343","pcm_fftMag_spectralVariance_sma_iqr1.2"
"1344","pcm_fftMag_spectralVariance_sma_iqr2.3"
"1345","pcm_fftMag_spectralVariance_sma_iqr1.3"
"1346","pcm_fftMag_spectralVariance_sma_percentile1.0"
"1347","pcm_fftMag_spectralVariance_sma_percentile99.0"
"1348","pcm_fftMag_spectralVariance_sma_pctlrange0.1"
"1349","pcm_fftMag_spectralVariance_sma_stddev"
"1350","pcm_fftMag_spectralVariance_sma_skewness"
"1351","pcm_fftMag_spectralVariance_sma_kurtosis"
"1352","pcm_fftMag_spectralVariance_sma_meanSegLen"
"1353","pcm_fftMag_spectralVariance_sma_maxSegLen"
"1354","pcm_fftMag_spectralVariance_sma_minSegLen"
"1355","pcm_fftMag_spectralVariance_sma_segLenStddev"
"1356","pcm_fftMag_spectralVariance_sma_upleveltime25"
"1357","pcm_fftMag_spectralVariance_sma_upleveltime50"
"1358","pcm_fftMag_spectralVariance_sma_upleveltime75"
"1359","pcm_fftMag_spectralVariance_sma_upleveltime90"
"1360","pcm_fftMag_spectralVariance_sma_risetime"
"1361","pcm_fftMag_spectralVariance_sma_leftctime"
"1362","pcm_fftMag_spectralVariance_sma_lpgain"
"1363","pcm_fftMag_spectralVariance_sma_lpc0"
"1364","pcm_fftMag_spectralVariance_sma_lpc1"
"1365","pcm_fftMag_spectralVariance_sma_lpc2"
"1366","pcm_fftMag_spectralVariance_sma_lpc3"
"1367","pcm_fftMag_spectralVariance_sma_lpc4"
"1368","pcm_fftMag_spectralSkewness_sma_range"
"1369","pcm_fftMag_spectralSkewness_sma_maxPos"
"1370","pcm_fftMag_spectralSkewness_sma_minPos"
"1371","pcm_fftMag_spectralSkewness_sma_quartile1"
"1372","pcm_fftMag_spectralSkewness_sma_quartile2"
"1373","pcm_fftMag_spectralSkewness_sma_quartile3"
"1374","pcm_fftMag_spectralSkewness_sma_iqr1.2"
"1375","pcm_fftMag_spectralSkewness_sma_iqr2.3"
"1376","pcm_fftMag_spectralSkewness_sma_iqr1.3"
"1377","pcm_fftMag_spectralSkewness_sma_percentile1.0"
"1378","pcm_fftMag_spectralSkewness_sma_percentile99.0"
"1379","pcm_fftMag_spectralSkewness_sma_pctlrange0.1"
"1380","pcm_fftMag_spectralSkewness_sma_stddev"
"1381","pcm_fftMag_spectralSkewness_sma_skewness"
"1382","pcm_fftMag_spectralSkewness_sma_kurtosis"
"1383","pcm_fftMag_spectralSkewness_sma_meanSegLen"
"1384","pcm_fftMag_spectralSkewness_sma_maxSegLen"
"1385","pcm_fftMag_spectralSkewness_sma_minSegLen"
"1386","pcm_fftMag_spectralSkewness_sma_segLenStddev"
"1387","pcm_fftMag_spectralSkewness_sma_upleveltime25"
"1388","pcm_fftMag_spectralSkewness_sma_upleveltime50"
"1389","pcm_fftMag_spectralSkewness_sma_upleveltime75"
"1390","pcm_fftMag_spectralSkewness_sma_upleveltime90"
"1391","pcm_fftMag_spectralSkewness_sma_risetime"
"1392","pcm_fftMag_spectralSkewness_sma_leftctime"
"1393","pcm_fftMag_spectralSkewness_sma_lpgain"
"1394","pcm_fftMag_spectralSkewness_sma_lpc0"
"1395","pcm_fftMag_spectralSkewness_sma_lpc1"
"1396","pcm_fftMag_spectralSkewness_sma_lpc2"
"1397","pcm_fftMag_spectralSkewness_sma_lpc3"
"1398","pcm_fftMag_spectralSkewness_sma_lpc4"
"1399","pcm_fftMag_spectralKurtosis_sma_range"
"1400","pcm_fftMag_spectralKurtosis_sma_maxPos"
"1401","pcm_fftMag_spectralKurtosis_sma_minPos"
"1402","pcm_fftMag_spectralKurtosis_sma_quartile1"
"1403","pcm_fftMag_spectralKurtosis_sma_quartile2"
"1404","pcm_fftMag_spectralKurtosis_sma_quartile3"
"1405","pcm_fftMag_spectralKurtosis_sma_iqr1.2"
"1406","pcm_fftMag_spectralKurtosis_sma_iqr2.3"
"1407","pcm_fftMag_spectralKurtosis_sma_iqr1.3"
"1408","pcm_fftMag_spectralKurtosis_sma_percentile1.0"
"1409","pcm_fftMag_spectralKurtosis_sma_percentile99.0"
"1410","pcm_fftMag_spectralKurtosis_sma_pctlrange0.1"
"1411","pcm_fftMag_spectralKurtosis_sma_stddev"
"1412","pcm_fftMag_spectralKurtosis_sma_skewness"
"1413","pcm_fftMag_spectralKurtosis_sma_kurtosis"
"1414","pcm_fftMag_spectralKurtosis_sma_meanSegLen"
"1415","pcm_fftMag_spectralKurtosis_sma_maxSegLen"
"1416","pcm_fftMag_spectralKurtosis_sma_minSegLen"
"1417","pcm_fftMag_spectralKurtosis_sma_segLenStddev"
"1418","pcm_fftMag_spectralKurtosis_sma_upleveltime25"
"1419","pcm_fftMag_spectralKurtosis_sma_upleveltime50"
"1420","pcm_fftMag_spectralKurtosis_sma_upleveltime75"
"1421","pcm_fftMag_spectralKurtosis_sma_upleveltime90"
"1422","pcm_fftMag_spectralKurtosis_sma_risetime"
"1423","pcm_fftMag_spectralKurtosis_sma_leftctime"
"1424","pcm_fftMag_spectralKurtosis_sma_lpgain"
"1425","pcm_fftMag_spectralKurtosis_sma_lpc0"
"1426","pcm_fftMag_spectralKurtosis_sma_lpc1"
"1427","pcm_fftMag_spectralKurtosis_sma_lpc2"
"1428","pcm_fftMag_spectralKurtosis_sma_lpc3"
"1429","pcm_fftMag_spectralKurtosis_sma_lpc4"
"1430","pcm_fftMag_spectralSlope_sma_range"
"1431","pcm_fftMag_spectralSlope_sma_maxPos"
"1432","pcm_fftMag_spectralSlope_sma_minPos"
"1433","pcm_fftMag_spectralSlope_sma_quartile1"
"1434","pcm_fftMag_spectralSlope_sma_quartile2"
"1435","pcm_fftMag_spectralSlope_sma_quartile3"
"1436","pcm_fftMag_spectralSlope_sma_iqr1.2"
"1437","pcm_fftMag_spectralSlope_sma_iqr2.3"
"1438","pcm_fftMag_spectralSlope_sma_iqr1.3"
"1439","pcm_fftMag_spectralSlope_sma_percentile1.0"
"1440","pcm_fftMag_spectralSlope_sma_percentile99.0"
"1441","pcm_fftMag_spectralSlope_sma_pctlrange0.1"
"1442","pcm_fftMag_spectralSlope_sma_stddev"
"1443","pcm_fftMag_spectralSlope_sma_skewness"
"1444","pcm_fftMag_spectralSlope_sma_kurtosis"
"1445","pcm_fftMag_spectralSlope_sma_meanSegLen"
"1446","pcm_fftMag_spectralSlope_sma_maxSegLen"
"1447","pcm_fftMag_spectralSlope_sma_minSegLen"
"1448","pcm_fftMag_spectralSlope_sma_segLenStddev"
"1449","pcm_fftMag_spectralSlope_sma_upleveltime25"
"1450","pcm_fftMag_spectralSlope_sma_upleveltime50"
"1451","pcm_fftMag_spectralSlope_sma_upleveltime75"
"1452","pcm_fftMag_spectralSlope_sma_upleveltime90"
"1453","pcm_fftMag_spectralSlope_sma_risetime"
"1454","pcm_fftMag_spectralSlope_sma_leftctime"
"1455","pcm_fftMag_spectralSlope_sma_lpgain"
"1456","pcm_fftMag_spectralSlope_sma_lpc0"
"1457","pcm_fftMag_spectralSlope_sma_lpc1"
"1458","pcm_fftMag_spectralSlope_sma_lpc2"
"1459","pcm_fftMag_spectralSlope_sma_lpc3"
"1460","pcm_fftMag_spectralSlope_sma_lpc4"
"1461","pcm_fftMag_psySharpness_sma_range"
"1462","pcm_fftMag_psySharpness_sma_maxPos"
"1463","pcm_fftMag_psySharpness_sma_minPos"
"1464","pcm_fftMag_psySharpness_sma_quartile1"
"1465","pcm_fftMag_psySharpness_sma_quartile2"
"1466","pcm_fftMag_psySharpness_sma_quartile3"
"1467","pcm_fftMag_psySharpness_sma_iqr1.2"
"1468","pcm_fftMag_psySharpness_sma_iqr2.3"
"1469","pcm_fftMag_psySharpness_sma_iqr1.3"
"1470","pcm_fftMag_psySharpness_sma_percentile1.0"
"1471","pcm_fftMag_psySharpness_sma_percentile99.0"
"1472","pcm_fftMag_psySharpness_sma_pctlrange0.1"
"1473","pcm_fftMag_psySharpness_sma_stddev"
"1474","pcm_fftMag_psySharpness_sma_skewness"
"1475","pcm_fftMag_psySharpness_sma_kurtosis"
"1476","pcm_fftMag_psySharpness_sma_meanSegLen"
"1477","pcm_fftMag_psySharpness_sma_maxSegLen"
"1478","pcm_fftMag_psySharpness_sma_minSegLen"
"1479","pcm_fftMag_psySharpness_sma_segLenStddev"
"1480","pcm_fftMag_psySharpness_sma_upleveltime25"
"1481","pcm_fftMag_psySharpness_sma_upleveltime50"
"1482","pcm_fftMag_psySharpness_sma_upleveltime75"
"1483","pcm_fftMag_psySharpness_sma_upleveltime90"
"1484","pcm_fftMag_psySharpness_sma_risetime"
"1485","pcm_fftMag_psySharpness_sma_leftctime"
"1486","pcm_fftMag_psySharpness_sma_lpgain"
"1487","pcm_fftMag_psySharpness_sma_lpc0"
"1488","pcm_fftMag_psySharpness_sma_lpc1"
"1489","pcm_fftMag_psySharpness_sma_lpc2"
"1490","pcm_fftMag_psySharpness_sma_lpc3"
"1491","pcm_fftMag_psySharpness_sma_lpc4"
"1492","pcm_fftMag_spectralHarmonicity_sma_range"
"1493","pcm_fftMag_spectralHarmonicity_sma_maxPos"
"1494","pcm_fftMag_spectralHarmonicity_sma_minPos"
"1495","pcm_fftMag_spectralHarmonicity_sma_quartile1"
"1496","pcm_fftMag_spectralHarmonicity_sma_quartile2"
"1497","pcm_fftMag_spectralHarmonicity_sma_quartile3"
"1498","pcm_fftMag_spectralHarmonicity_sma_iqr1.2"
"1499","pcm_fftMag_spectralHarmonicity_sma_iqr2.3"
"1500","pcm_fftMag_spectralHarmonicity_sma_iqr1.3"
"1501","pcm_fftMag_spectralHarmonicity_sma_percentile1.0"
"1502","pcm_fftMag_spectralHarmonicity_sma_percentile99.0"
"1503","pcm_fftMag_spectralHarmonicity_sma_pctlrange0.1"
"1504","pcm_fftMag_spectralHarmonicity_sma_stddev"
"1505","pcm_fftMag_spectralHarmonicity_sma_skewness"
"1506","pcm_fftMag_spectralHarmonicity_sma_kurtosis"
"1507","pcm_fftMag_spectralHarmonicity_sma_meanSegLen"
"1508","pcm_fftMag_spectralHarmonicity_sma_maxSegLen"
"1509","pcm_fftMag_spectralHarmonicity_sma_minSegLen"
"1510","pcm_fftMag_spectralHarmonicity_sma_segLenStddev"
"1511","pcm_fftMag_spectralHarmonicity_sma_upleveltime25"
"1512","pcm_fftMag_spectralHarmonicity_sma_upleveltime50"
"1513","pcm_fftMag_spectralHarmonicity_sma_upleveltime75"
"1514","pcm_fftMag_spectralHarmonicity_sma_upleveltime90"
"1515","pcm_fftMag_spectralHarmonicity_sma_risetime"
"1516","pcm_fftMag_spectralHarmonicity_sma_leftctime"
"1517","pcm_fftMag_spectralHarmonicity_sma_lpgain"
"1518","pcm_fftMag_spectralHarmonicity_sma_lpc0"
"1519","pcm_fftMag_spectralHarmonicity_sma_lpc1"
"1520","pcm_fftMag_spectralHarmonicity_sma_lpc2"
"1521","pcm_fftMag_spectralHarmonicity_sma_lpc3"
"1522","pcm_fftMag_spectralHarmonicity_sma_lpc4"
"1523","mfcc_sma.1._range"
"1524","mfcc_sma.1._maxPos"
"1525","mfcc_sma.1._minPos"
"1526","mfcc_sma.1._quartile1"
"1527","mfcc_sma.1._quartile2"
"1528","mfcc_sma.1._quartile3"
"1529","mfcc_sma.1._iqr1.2"
"1530","mfcc_sma.1._iqr2.3"
"1531","mfcc_sma.1._iqr1.3"
"1532","mfcc_sma.1._percentile1.0"
"1533","mfcc_sma.1._percentile99.0"
"1534","mfcc_sma.1._pctlrange0.1"
"1535","mfcc_sma.1._stddev"
"1536","mfcc_sma.1._skewness"
"1537","mfcc_sma.1._kurtosis"
"1538","mfcc_sma.1._meanSegLen"
"1539","mfcc_sma.1._maxSegLen"
"1540","mfcc_sma.1._minSegLen"
"1541","mfcc_sma.1._segLenStddev"
"1542","mfcc_sma.1._upleveltime25"
"1543","mfcc_sma.1._upleveltime50"
"1544","mfcc_sma.1._upleveltime75"
"1545","mfcc_sma.1._upleveltime90"
"1546","mfcc_sma.1._risetime"
"1547","mfcc_sma.1._leftctime"
"1548","mfcc_sma.1._lpgain"
"1549","mfcc_sma.1._lpc0"
"1550","mfcc_sma.1._lpc1"
"1551","mfcc_sma.1._lpc2"
"1552","mfcc_sma.1._lpc3"
"1553","mfcc_sma.1._lpc4"
"1554","mfcc_sma.2._range"
"1555","mfcc_sma.2._maxPos"
"1556","mfcc_sma.2._minPos"
"1557","mfcc_sma.2._quartile1"
"1558","mfcc_sma.2._quartile2"
"1559","mfcc_sma.2._quartile3"
"1560","mfcc_sma.2._iqr1.2"
"1561","mfcc_sma.2._iqr2.3"
"1562","mfcc_sma.2._iqr1.3"
"1563","mfcc_sma.2._percentile1.0"
"1564","mfcc_sma.2._percentile99.0"
"1565","mfcc_sma.2._pctlrange0.1"
"1566","mfcc_sma.2._stddev"
"1567","mfcc_sma.2._skewness"
"1568","mfcc_sma.2._kurtosis"
"1569","mfcc_sma.2._meanSegLen"
"1570","mfcc_sma.2._maxSegLen"
"1571","mfcc_sma.2._minSegLen"
"1572","mfcc_sma.2._segLenStddev"
"1573","mfcc_sma.2._upleveltime25"
"1574","mfcc_sma.2._upleveltime50"
"1575","mfcc_sma.2._upleveltime75"
"1576","mfcc_sma.2._upleveltime90"
"1577","mfcc_sma.2._risetime"
"1578","mfcc_sma.2._leftctime"
"1579","mfcc_sma.2._lpgain"
"1580","mfcc_sma.2._lpc0"
"1581","mfcc_sma.2._lpc1"
"1582","mfcc_sma.2._lpc2"
"1583","mfcc_sma.2._lpc3"
"1584","mfcc_sma.2._lpc4"
"1585","mfcc_sma.3._range"
"1586","mfcc_sma.3._maxPos"
"1587","mfcc_sma.3._minPos"
"1588","mfcc_sma.3._quartile1"
"1589","mfcc_sma.3._quartile2"
"1590","mfcc_sma.3._quartile3"
"1591","mfcc_sma.3._iqr1.2"
"1592","mfcc_sma.3._iqr2.3"
"1593","mfcc_sma.3._iqr1.3"
"1594","mfcc_sma.3._percentile1.0"
"1595","mfcc_sma.3._percentile99.0"
"1596","mfcc_sma.3._pctlrange0.1"
"1597","mfcc_sma.3._stddev"
"1598","mfcc_sma.3._skewness"
"1599","mfcc_sma.3._kurtosis"
"1600","mfcc_sma.3._meanSegLen"
"1601","mfcc_sma.3._maxSegLen"
"1602","mfcc_sma.3._minSegLen"
"1603","mfcc_sma.3._segLenStddev"
"1604","mfcc_sma.3._upleveltime25"
"1605","mfcc_sma.3._upleveltime50"
"1606","mfcc_sma.3._upleveltime75"
"1607","mfcc_sma.3._upleveltime90"
"1608","mfcc_sma.3._risetime"
"1609","mfcc_sma.3._leftctime"
"1610","mfcc_sma.3._lpgain"
"1611","mfcc_sma.3._lpc0"
"1612","mfcc_sma.3._lpc1"
"1613","mfcc_sma.3._lpc2"
"1614","mfcc_sma.3._lpc3"
"1615","mfcc_sma.3._lpc4"
"1616","mfcc_sma.4._range"
"1617","mfcc_sma.4._maxPos"
"1618","mfcc_sma.4._minPos"
"1619","mfcc_sma.4._quartile1"
"1620","mfcc_sma.4._quartile2"
"1621","mfcc_sma.4._quartile3"
"1622","mfcc_sma.4._iqr1.2"
"1623","mfcc_sma.4._iqr2.3"
"1624","mfcc_sma.4._iqr1.3"
"1625","mfcc_sma.4._percentile1.0"
"1626","mfcc_sma.4._percentile99.0"
"1627","mfcc_sma.4._pctlrange0.1"
"1628","mfcc_sma.4._stddev"
"1629","mfcc_sma.4._skewness"
"1630","mfcc_sma.4._kurtosis"
"1631","mfcc_sma.4._meanSegLen"
"1632","mfcc_sma.4._maxSegLen"
"1633","mfcc_sma.4._minSegLen"
"1634","mfcc_sma.4._segLenStddev"
"1635","mfcc_sma.4._upleveltime25"
"1636","mfcc_sma.4._upleveltime50"
"1637","mfcc_sma.4._upleveltime75"
"1638","mfcc_sma.4._upleveltime90"
"1639","mfcc_sma.4._risetime"
"1640","mfcc_sma.4._leftctime"
"1641","mfcc_sma.4._lpgain"
"1642","mfcc_sma.4._lpc0"
"1643","mfcc_sma.4._lpc1"
"1644","mfcc_sma.4._lpc2"
"1645","mfcc_sma.4._lpc3"
"1646","mfcc_sma.4._lpc4"
"1647","mfcc_sma.5._range"
"1648","mfcc_sma.5._maxPos"
"1649","mfcc_sma.5._minPos"
"1650","mfcc_sma.5._quartile1"
"1651","mfcc_sma.5._quartile2"
"1652","mfcc_sma.5._quartile3"
"1653","mfcc_sma.5._iqr1.2"
"1654","mfcc_sma.5._iqr2.3"
"1655","mfcc_sma.5._iqr1.3"
"1656","mfcc_sma.5._percentile1.0"
"1657","mfcc_sma.5._percentile99.0"
"1658","mfcc_sma.5._pctlrange0.1"
"1659","mfcc_sma.5._stddev"
"1660","mfcc_sma.5._skewness"
"1661","mfcc_sma.5._kurtosis"
"1662","mfcc_sma.5._meanSegLen"
"1663","mfcc_sma.5._maxSegLen"
"1664","mfcc_sma.5._minSegLen"
"1665","mfcc_sma.5._segLenStddev"
"1666","mfcc_sma.5._upleveltime25"
"1667","mfcc_sma.5._upleveltime50"
"1668","mfcc_sma.5._upleveltime75"
"1669","mfcc_sma.5._upleveltime90"
"1670","mfcc_sma.5._risetime"
"1671","mfcc_sma.5._leftctime"
"1672","mfcc_sma.5._lpgain"
"1673","mfcc_sma.5._lpc0"
"1674","mfcc_sma.5._lpc1"
"1675","mfcc_sma.5._lpc2"
"1676","mfcc_sma.5._lpc3"
"1677","mfcc_sma.5._lpc4"
"1678","mfcc_sma.6._range"
"1679","mfcc_sma.6._maxPos"
"1680","mfcc_sma.6._minPos"
"1681","mfcc_sma.6._quartile1"
"1682","mfcc_sma.6._quartile2"
"1683","mfcc_sma.6._quartile3"
"1684","mfcc_sma.6._iqr1.2"
"1685","mfcc_sma.6._iqr2.3"
"1686","mfcc_sma.6._iqr1.3"
"1687","mfcc_sma.6._percentile1.0"
"1688","mfcc_sma.6._percentile99.0"
"1689","mfcc_sma.6._pctlrange0.1"
"1690","mfcc_sma.6._stddev"
"1691","mfcc_sma.6._skewness"
"1692","mfcc_sma.6._kurtosis"
"1693","mfcc_sma.6._meanSegLen"
"1694","mfcc_sma.6._maxSegLen"
"1695","mfcc_sma.6._minSegLen"
"1696","mfcc_sma.6._segLenStddev"
"1697","mfcc_sma.6._upleveltime25"
"1698","mfcc_sma.6._upleveltime50"
"1699","mfcc_sma.6._upleveltime75"
"1700","mfcc_sma.6._upleveltime90"
"1701","mfcc_sma.6._risetime"
"1702","mfcc_sma.6._leftctime"
"1703","mfcc_sma.6._lpgain"
"1704","mfcc_sma.6._lpc0"
"1705","mfcc_sma.6._lpc1"
"1706","mfcc_sma.6._lpc2"
"1707","mfcc_sma.6._lpc3"
"1708","mfcc_sma.6._lpc4"
"1709","mfcc_sma.7._range"
"1710","mfcc_sma.7._maxPos"
"1711","mfcc_sma.7._minPos"
"1712","mfcc_sma.7._quartile1"
"1713","mfcc_sma.7._quartile2"
"1714","mfcc_sma.7._quartile3"
"1715","mfcc_sma.7._iqr1.2"
"1716","mfcc_sma.7._iqr2.3"
"1717","mfcc_sma.7._iqr1.3"
"1718","mfcc_sma.7._percentile1.0"
"1719","mfcc_sma.7._percentile99.0"
"1720","mfcc_sma.7._pctlrange0.1"
"1721","mfcc_sma.7._stddev"
"1722","mfcc_sma.7._skewness"
"1723","mfcc_sma.7._kurtosis"
"1724","mfcc_sma.7._meanSegLen"
"1725","mfcc_sma.7._maxSegLen"
"1726","mfcc_sma.7._minSegLen"
"1727","mfcc_sma.7._segLenStddev"
"1728","mfcc_sma.7._upleveltime25"
"1729","mfcc_sma.7._upleveltime50"
"1730","mfcc_sma.7._upleveltime75"
"1731","mfcc_sma.7._upleveltime90"
"1732","mfcc_sma.7._risetime"
"1733","mfcc_sma.7._leftctime"
"1734","mfcc_sma.7._lpgain"
"1735","mfcc_sma.7._lpc0"
"1736","mfcc_sma.7._lpc1"
"1737","mfcc_sma.7._lpc2"
"1738","mfcc_sma.7._lpc3"
"1739","mfcc_sma.7._lpc4"
"1740","mfcc_sma.8._range"
"1741","mfcc_sma.8._maxPos"
"1742","mfcc_sma.8._minPos"
"1743","mfcc_sma.8._quartile1"
"1744","mfcc_sma.8._quartile2"
"1745","mfcc_sma.8._quartile3"
"1746","mfcc_sma.8._iqr1.2"
"1747","mfcc_sma.8._iqr2.3"
"1748","mfcc_sma.8._iqr1.3"
"1749","mfcc_sma.8._percentile1.0"
"1750","mfcc_sma.8._percentile99.0"
"1751","mfcc_sma.8._pctlrange0.1"
"1752","mfcc_sma.8._stddev"
"1753","mfcc_sma.8._skewness"
"1754","mfcc_sma.8._kurtosis"
"1755","mfcc_sma.8._meanSegLen"
"1756","mfcc_sma.8._maxSegLen"
"1757","mfcc_sma.8._minSegLen"
"1758","mfcc_sma.8._segLenStddev"
"1759","mfcc_sma.8._upleveltime25"
"1760","mfcc_sma.8._upleveltime50"
"1761","mfcc_sma.8._upleveltime75"
"1762","mfcc_sma.8._upleveltime90"
"1763","mfcc_sma.8._risetime"
"1764","mfcc_sma.8._leftctime"
"1765","mfcc_sma.8._lpgain"
"1766","mfcc_sma.8._lpc0"
"1767","mfcc_sma.8._lpc1"
"1768","mfcc_sma.8._lpc2"
"1769","mfcc_sma.8._lpc3"
"1770","mfcc_sma.8._lpc4"
"1771","mfcc_sma.9._range"
"1772","mfcc_sma.9._maxPos"
"1773","mfcc_sma.9._minPos"
"1774","mfcc_sma.9._quartile1"
"1775","mfcc_sma.9._quartile2"
"1776","mfcc_sma.9._quartile3"
"1777","mfcc_sma.9._iqr1.2"
"1778","mfcc_sma.9._iqr2.3"
"1779","mfcc_sma.9._iqr1.3"
"1780","mfcc_sma.9._percentile1.0"
"1781","mfcc_sma.9._percentile99.0"
"1782","mfcc_sma.9._pctlrange0.1"
"1783","mfcc_sma.9._stddev"
"1784","mfcc_sma.9._skewness"
"1785","mfcc_sma.9._kurtosis"
"1786","mfcc_sma.9._meanSegLen"
"1787","mfcc_sma.9._maxSegLen"
"1788","mfcc_sma.9._minSegLen"
"1789","mfcc_sma.9._segLenStddev"
"1790","mfcc_sma.9._upleveltime25"
"1791","mfcc_sma.9._upleveltime50"
"1792","mfcc_sma.9._upleveltime75"
"1793","mfcc_sma.9._upleveltime90"
"1794","mfcc_sma.9._risetime"
"1795","mfcc_sma.9._leftctime"
"1796","mfcc_sma.9._lpgain"
"1797","mfcc_sma.9._lpc0"
"1798","mfcc_sma.9._lpc1"
"1799","mfcc_sma.9._lpc2"
"1800","mfcc_sma.9._lpc3"
"1801","mfcc_sma.9._lpc4"
"1802","mfcc_sma.10._range"
"1803","mfcc_sma.10._maxPos"
"1804","mfcc_sma.10._minPos"
"1805","mfcc_sma.10._quartile1"
"1806","mfcc_sma.10._quartile2"
"1807","mfcc_sma.10._quartile3"
"1808","mfcc_sma.10._iqr1.2"
"1809","mfcc_sma.10._iqr2.3"
"1810","mfcc_sma.10._iqr1.3"
"1811","mfcc_sma.10._percentile1.0"
"1812","mfcc_sma.10._percentile99.0"
"1813","mfcc_sma.10._pctlrange0.1"
"1814","mfcc_sma.10._stddev"
"1815","mfcc_sma.10._skewness"
"1816","mfcc_sma.10._kurtosis"
"1817","mfcc_sma.10._meanSegLen"
"1818","mfcc_sma.10._maxSegLen"
"1819","mfcc_sma.10._minSegLen"
"1820","mfcc_sma.10._segLenStddev"
"1821","mfcc_sma.10._upleveltime25"
"1822","mfcc_sma.10._upleveltime50"
"1823","mfcc_sma.10._upleveltime75"
"1824","mfcc_sma.10._upleveltime90"
"1825","mfcc_sma.10._risetime"
"1826","mfcc_sma.10._leftctime"
"1827","mfcc_sma.10._lpgain"
"1828","mfcc_sma.10._lpc0"
"1829","mfcc_sma.10._lpc1"
"1830","mfcc_sma.10._lpc2"
"1831","mfcc_sma.10._lpc3"
"1832","mfcc_sma.10._lpc4"
"1833","mfcc_sma.11._range"
"1834","mfcc_sma.11._maxPos"
"1835","mfcc_sma.11._minPos"
"1836","mfcc_sma.11._quartile1"
"1837","mfcc_sma.11._quartile2"
"1838","mfcc_sma.11._quartile3"
"1839","mfcc_sma.11._iqr1.2"
"1840","mfcc_sma.11._iqr2.3"
"1841","mfcc_sma.11._iqr1.3"
"1842","mfcc_sma.11._percentile1.0"
"1843","mfcc_sma.11._percentile99.0"
"1844","mfcc_sma.11._pctlrange0.1"
"1845","mfcc_sma.11._stddev"
"1846","mfcc_sma.11._skewness"
"1847","mfcc_sma.11._kurtosis"
"1848","mfcc_sma.11._meanSegLen"
"1849","mfcc_sma.11._maxSegLen"
"1850","mfcc_sma.11._minSegLen"
"1851","mfcc_sma.11._segLenStddev"
"1852","mfcc_sma.11._upleveltime25"
"1853","mfcc_sma.11._upleveltime50"
"1854","mfcc_sma.11._upleveltime75"
"1855","mfcc_sma.11._upleveltime90"
"1856","mfcc_sma.11._risetime"
"1857","mfcc_sma.11._leftctime"
"1858","mfcc_sma.11._lpgain"
"1859","mfcc_sma.11._lpc0"
"1860","mfcc_sma.11._lpc1"
"1861","mfcc_sma.11._lpc2"
"1862","mfcc_sma.11._lpc3"
"1863","mfcc_sma.11._lpc4"
"1864","mfcc_sma.12._range"
"1865","mfcc_sma.12._maxPos"
"1866","mfcc_sma.12._minPos"
"1867","mfcc_sma.12._quartile1"
"1868","mfcc_sma.12._quartile2"
"1869","mfcc_sma.12._quartile3"
"1870","mfcc_sma.12._iqr1.2"
"1871","mfcc_sma.12._iqr2.3"
"1872","mfcc_sma.12._iqr1.3"
"1873","mfcc_sma.12._percentile1.0"
"1874","mfcc_sma.12._percentile99.0"
"1875","mfcc_sma.12._pctlrange0.1"
"1876","mfcc_sma.12._stddev"
"1877","mfcc_sma.12._skewness"
"1878","mfcc_sma.12._kurtosis"
"1879","mfcc_sma.12._meanSegLen"
"1880","mfcc_sma.12._maxSegLen"
"1881","mfcc_sma.12._minSegLen"
"1882","mfcc_sma.12._segLenStddev"
"1883","mfcc_sma.12._upleveltime25"
"1884","mfcc_sma.12._upleveltime50"
"1885","mfcc_sma.12._upleveltime75"
"1886","mfcc_sma.12._upleveltime90"
"1887","mfcc_sma.12._risetime"
"1888","mfcc_sma.12._leftctime"
"1889","mfcc_sma.12._lpgain"
"1890","mfcc_sma.12._lpc0"
"1891","mfcc_sma.12._lpc1"
